359 428 535 1617 2848 
japan' 3 8 29 27 6 
you 2 15 25 21 10 
design 4 7 14 42 6 
video 0 0 0 59 14 
great 1 9 7 27 29 
purpos 1 4 6 53 9 
minimum 4 15 20 30 4 
pend 7 4 1 48 13 
43 1 2 0 9 61 
minor 1 2 1 24 45 
1.2 18 4 6 21 24 
overal 15 13 7 9 29 
margin 5 8 11 5 44 
util 9 2 0 12 49 
swiss 0 0 25 16 31 
suspend 24 3 19 6 20 
encourag 15 16 21 5 15 
correct 2 2 12 22 34 
supermarket 0 0 0 64 8 
amend 3 22 0 37 10 
group' 7 2 0 40 23 
hong 0 4 4 29 35 
took 5 12 22 23 10 
john 22 7 2 22 19 
mainli 8 4 9 8 43 
75 5 9 4 21 32 
congress 15 26 20 7 3 
lift 30 7 10 14 10 
ordinari 1 0 5 45 20 
contain 5 11 5 31 19 
lyng 0 71 0 0 0 
best 6 6 10 32 17 
leav 10 12 23 19 7 
confid 12 2 18 22 17 
branch 0 2 8 41 19 
appli 7 20 9 19 15 
s 39 6 2 16 7 
test 16 5 25 11 13 
differ 4 28 14 14 10 
kong 0 4 4 29 33 
outsid 20 9 9 21 11 
san 4 3 0 54 9 
government' 19 10 25 12 3 
carryforward 0 0 0 4 65 
debentur 0 0 0 47 22 
arab 32 0 34 1 2 
long-term 4 6 11 23 25 
car 0 4 1 30 34 
dome 1 0 0 44 24 
street 1 0 1 49 18 
pound 4 9 44 1 11 
stockhold 1 0 0 39 29 
lawson 5 0 63 0 1 
revers 5 7 9 1 47 
temporari 3 4 42 13 7 
bp 20 0 0 45 4 
ab 2 0 0 48 19 
abl 11 10 9 23 16 
obtain 3 12 6 38 10 
network 1 1 3 45 19 
wall 1 0 2 53 13 
mortgag 0 0 2 22 44 
fail 6 10 14 31 7 
sec 0 0 0 66 2 
bancorp 0 0 0 39 29 
she 6 22 13 18 9 
fee 37 0 1 23 7 
nippon 5 2 0 51 10 
difficult 10 11 21 11 15 
employe 4 2 1 45 16 
harper 0 0 0 63 5 
rather 10 17 23 4 14 
replac 16 4 15 18 15 
kuwait 57 0 9 1 0 
300 10 4 28 11 14 
strike 35 15 5 4 8 
construct 13 2 4 22 26 
weak 15 2 20 2 28 
weekli 15 24 22 5 1 
cubic 60 0 0 4 3 
sosnoff 0 0 0 65 2 
longer 9 4 21 13 20 
row 8 5 2 49 3 
nearli 9 14 14 13 17 
unlik 6 12 30 11 8 
gasolin 62 1 0 2 2 
session 10 4 47 1 4 
regul 8 5 20 21 12 
mill 4 14 6 28 14 
unless 8 7 13 34 4 
almost 4 15 20 9 18 
appropri 6 9 30 17 4 
achiev 6 5 20 9 26 
2 4 10 21 14 16 
shell 41 0 0 3 21 
three-for-two 0 0 0 1 64 
primari 7 2 6 5 45 
consist 5 7 16 27 10 
brother 7 1 7 41 9 
500,000 7 26 0 18 14 
turn 7 9 12 12 25 
consumpt 35 18 11 0 1 
tomorrow 8 10 27 13 7 
disput 23 7 5 19 11 
today' 9 14 29 7 5 
worldwid 16 1 7 26 14 
legal 2 9 4 34 15 
water 29 18 0 11 6 
boston 1 0 0 48 15 
slow 8 18 25 4 9 
trend 10 12 21 9 12 
cite 9 13 7 14 21 
station 8 0 0 46 10 
defend 23 3 14 12 11 
similar 12 11 13 9 18 
hand 3 4 33 12 11 
venezuela 57 4 0 0 2 
iv 0 6 0 57 0 
prime 12 3 23 20 5 
6 4 11 7 18 23 
1.4 7 7 4 12 33 
ussr 2 61 0 0 0 
staff 5 8 8 22 20 
organ 18 16 2 17 10 
monday 6 7 23 22 5 
attack 49 3 7 3 1 
ahead 10 10 25 7 11 
approach 10 11 19 17 6 
recoveri 17 5 7 3 30 
prevent 7 11 23 19 2 
coal 13 0 3 29 17 
compris 1 13 25 12 11 
load 8 43 1 2 8 
grower 0 59 0 3 0 
defens 7 0 0 36 19 
connect 4 2 2 32 22 
hard 8 19 18 7 10 
1.1 6 4 4 5 43 
brown 0 2 1 36 23 
variou 6 8 8 29 11 
princip 2 1 4 38 17 
fairchild 1 0 0 56 4 
brokerag 2 0 0 49 10 
64 8 3 0 3 47 
c 0 13 0 39 9 
equival 16 7 10 17 11 
viacom 0 0 0 60 1 
ownership 3 0 0 48 10 
46 1 1 1 14 44 
seri 7 4 8 21 21 
middl 27 6 6 6 16 
confirm 16 11 12 16 6 
stabilis 7 5 49 0 0 
metal 2 1 7 34 17 
country' 22 9 18 8 4 
came 12 2 20 14 12 
fundament 7 1 48 3 1 
instead 6 9 16 12 17 
1.3 9 3 5 14 29 
restaur 0 0 0 33 27 
tire 1 0 0 55 4 
met 9 6 16 27 2 
3.5 13 12 6 9 20 
44 2 1 1 11 45 
eep 0 60 0 0 0 
dispos 5 0 0 12 43 
opportun 10 3 9 25 13 
fe 0 13 0 46 1 
coast 29 13 0 15 2 
57 0 6 1 6 46 
offshor 44 0 5 5 5 
miner 7 0 1 39 12 
inc' 3 0 0 48 8 
list 2 7 3 30 17 
strengthen 5 5 26 13 10 
ceil 41 2 11 4 1 
itali 1 20 19 17 2 
separ 6 1 2 41 9 
versu 2 14 2 2 39 
famili 0 7 1 45 6 
entir 6 9 4 26 14 
structur 5 8 11 21 14 
center 6 0 1 33 18 
rel 8 7 24 7 12 
attribut 2 3 10 2 41 
cereal 0 54 0 3 1 
53 0 0 3 7 48 
elect 3 0 27 22 6 
identifi 6 14 7 25 6 
either 3 4 13 35 3 
expenditur 26 4 5 0 22 
proceed 5 9 1 32 10 
gross 12 1 13 3 28 
iranian 55 0 0 1 1 
governor 2 2 49 3 1 
em 0 0 55 2 0 
float 9 0 22 18 8 
stop 12 10 19 11 5 
person 5 5 8 29 10 
approxim 3 5 0 28 20 
sorghum 0 56 0 0 0 
hectar 0 55 0 0 1 
cyacq 0 0 0 56 0 
mobil 38 0 0 6 12 
1984 8 10 6 11 21 
auction 0 0 53 3 0 
week' 8 20 26 2 0 
morgan 2 0 9 21 24 
56 1 2 3 8 42 
rest 8 8 11 13 16 
depreci 1 0 17 0 38 
favor 8 15 2 20 11 
afternoon 3 2 45 4 1 
dollar' 1 0 48 0 6 
swap 0 0 48 5 2 
broker 0 3 25 19 8 
left 9 11 17 13 5 
movement 9 7 29 2 8 
47 6 0 1 6 42 
leader 17 20 8 8 2 
15.8 41 0 0 2 12 
survey 19 10 19 0 7 
claim 7 6 3 19 20 
refer 10 8 16 17 4 
link 13 7 16 15 4 
iran 47 4 2 2 0 
fluctuat 9 4 31 0 11 
bass 8 0 0 45 2 
island 16 5 4 22 7 
attract 8 9 9 25 3 
grade 44 8 0 1 1 
stabl 11 1 34 1 7 
fleet 4 0 0 44 6 
distil 43 0 0 10 1 
85 0 10 7 10 27 
feet 43 1 0 7 3 
found 12 5 7 23 7 
fear 7 10 26 7 4 
soft 1 41 3 5 4 
via 1 6 31 11 5 
cpc 0 0 0 44 10 
worker 18 4 2 20 9 
matur 1 1 41 7 3 
togeth 6 2 8 27 10 
launch 7 4 9 22 11 
oblig 6 5 6 19 17 
assum 8 3 3 22 17 
2.2 15 6 2 5 25 
spring 10 36 1 4 2 
along 13 13 4 16 7 
dri 2 44 4 0 3 
greec 40 13 0 0 0 
remark 6 4 37 3 3 
chanc 7 10 24 8 4 
preliminari 6 9 3 22 13 
semiconductor 1 0 4 40 8 
though 10 10 12 7 14 
everi 6 7 4 18 18 
tanker 51 0 0 0 1 
strategi 6 0 6 26 14 
night 22 10 5 14 1 
1.9 8 9 1 9 25 
repay 13 4 8 17 10 
withdraw 9 0 1 33 9 
particularli 9 11 6 10 16 
matter 5 13 12 19 3 
41 3 2 2 5 40 
sheet 0 0 6 10 36 
sun 13 0 0 22 17 
12.5 2 1 1 8 40 
white 25 9 4 14 0 
subcommitte 6 22 10 14 0 
ccc 0 50 0 1 0 
brazilian 10 5 5 3 28 
indonesia 35 10 6 0 0 
remov 7 3 14 19 8 
serv 2 5 8 32 4 
strateg 21 1 0 18 11 
deni 11 6 11 18 5 
cannot 9 6 20 13 3 
significantli 4 6 9 8 24 
side 12 4 14 15 6 
48 3 1 4 1 42 
spot 36 5 10 0 0 
pension 0 1 5 7 38 
adopt 6 4 15 13 13 
doubl 4 5 7 11 24 
subordin 0 0 0 34 17 
400 5 6 11 19 10 
itself 9 1 10 23 8 
richard 3 24 3 14 6 
introduc 5 18 10 7 10 
thing 2 8 12 23 5 
monthli 9 9 7 2 23 
occur 7 6 19 9 9 
amc 0 0 0 48 2 
legisl 10 26 8 3 3 
know 10 8 7 20 5 
alli 6 0 7 30 7 
integr 1 3 5 32 9 
qtrli 0 0 0 0 50 
feedgrain 0 50 0 0 0 
woolworth 0 0 0 20 30 
johnson 1 6 17 18 7 
appeal 7 7 3 28 4 
tool 7 4 0 36 2 
yr 0 0 0 0 49 
stimul 7 3 38 0 1 
wholli 1 0 0 41 7 
moscow 3 44 0 1 1 
big 4 7 15 10 13 
dart 0 0 0 49 0 
river 11 16 0 18 4 
join 4 4 17 21 3 
stand 5 9 19 12 4 
newli 1 0 7 36 5 
api 49 0 0 0 0 
39 4 0 2 1 42 
neg 4 9 14 1 20 
short-term 4 0 28 9 7 
david 2 4 8 21 13 
ohio 2 2 0 34 10 
known 6 10 4 22 6 
storag 14 23 0 9 2 
doubt 0 2 21 12 13 
favour 10 8 17 11 2 
fact 8 6 14 10 10 
telecom 0 0 0 35 13 
seem 3 5 29 10 1 
wait 9 14 8 15 2 
lehman 4 1 7 34 2 
recov 12 5 7 8 16 
incent 29 7 4 5 3 
round 17 5 23 0 3 
st 3 11 1 21 12 
9 0 3 17 15 13 
csr 7 0 0 41 0 
compet 1 7 2 33 5 
prove 24 5 9 7 3 
halt 17 7 9 9 6 
freight 0 26 1 17 4 
world' 16 7 9 13 3 
enabl 2 6 4 20 15 
qualifi 8 1 0 4 34 
ground 7 7 9 19 5 
petrobra 47 0 0 0 0 
investig 2 2 0 28 15 
decreas 11 13 4 3 16 
hurt 7 11 10 4 15 
object 4 8 17 13 5 
300,000 9 18 0 8 12 
formal 2 6 9 25 5 
am 7 0 5 11 24 
role 10 3 17 13 4 
basic 3 10 13 6 15 
2.3 4 8 1 11 23 
83 0 0 0 25 22 
refus 12 5 16 13 1 
technic 8 3 17 10 8 
250 3 4 14 13 12 
premium 1 8 0 20 17 
access 3 11 3 23 6 
warn 19 5 15 5 2 
54 1 0 1 16 28 
120 7 2 9 13 15 
ton 12 21 0 10 3 
swedish 7 0 1 31 7 
iraq 36 8 1 0 1 
200,000 8 18 1 14 5 
mile 25 1 0 5 15 
69 2 1 3 8 32 
resort 2 1 4 38 1 
licens 6 2 5 28 5 
whole 11 9 9 9 8 
satisfactori 0 0 6 15 25 
drought 0 46 0 0 0 
drain 1 1 42 0 2 
1.6 8 5 2 18 13 
mutual 0 1 2 34 8 
job 10 2 14 7 12 
herrington 45 0 0 0 0 
extens 11 7 1 22 4 
avoid 15 7 10 11 2 
72 3 3 2 2 35 
hour 4 6 20 14 1 
reform 7 7 13 6 12 
1990 15 18 1 4 7 
marin 12 0 3 20 10 
justic 3 3 0 37 2 
stage 5 12 8 8 12 
peso 0 0 9 27 9 
bell 0 1 0 22 22 
emeri 0 0 0 45 0 
retir 1 4 0 14 26 
violat 7 3 0 28 7 
owner 2 1 0 34 8 
arbitrag 0 0 2 41 2 
comdata 0 0 0 45 0 
partial 5 5 1 13 21 
realiz 1 2 1 10 31 
brought 10 8 13 7 7 
illinoi 1 13 0 16 14 
organis 10 5 8 16 5 
depress 8 9 8 4 15 
shift 3 10 22 3 6 
30,000 10 20 0 7 7 
lo 0 2 0 38 4 
abil 10 3 3 13 15 
aerospac 0 0 1 34 9 
canada' 8 11 0 13 12 
respond 6 4 10 18 6 
deputi 17 13 9 3 2 
reorgan 3 6 0 12 23 
entertain 0 0 1 28 15 
aviat 1 0 0 34 9 
regard 4 5 13 20 2 
spain 2 21 13 7 1 
ecu 0 35 9 0 0 
kansa 3 19 0 18 3 
especi 1 6 21 5 10 
saw 10 4 8 7 14 
locat 5 2 2 27 7 
atlant 5 0 0 20 18 
exxon 36 0 0 5 2 
100,000 15 16 0 7 5 
58 4 1 2 4 32 
2.4 7 9 0 5 22 
lot 5 9 11 10 8 
portion 3 2 1 25 12 
specialti 0 0 0 25 18 
suffer 8 10 6 4 15 
fair 0 5 1 32 5 
year-end 3 0 4 11 25 
entitl 4 2 1 24 12 
instrument 0 1 15 17 10 
lynch 0 2 6 32 3 
switch 5 24 3 8 3 
regist 4 7 1 11 20 
cotton 0 37 0 6 0 
defici 0 38 0 3 1 
individu 6 7 4 15 10 
cross 5 1 5 28 3 
except 5 4 4 10 19 
brazil' 18 3 8 1 12 
sa 3 0 0 28 11 
southwest 5 2 0 25 10 
ten 2 12 2 14 12 
elimin 4 7 5 8 18 
permit 5 8 3 21 5 
smith 7 1 9 10 15 
submit 4 9 2 20 7 
opinion 1 2 7 5 27 
award 7 24 0 2 9 
7.5 7 5 4 8 18 
softwar 0 0 0 23 19 
yeutter 0 13 27 2 0 
5 2 16 5 7 12 
10.5 0 4 2 3 33 
circul 0 2 26 13 1 
renew 11 7 17 6 1 
houston 8 1 0 18 15 
800 5 0 20 12 5 
conduct 5 4 14 7 11 
steadi 5 9 23 1 3 
afg 0 0 0 38 3 
paul 3 1 13 22 2 
defer 1 0 0 9 31 
1.25 1 2 2 10 26 
seriou 5 11 8 12 5 
spokeswoman 8 3 3 23 4 
elabor 8 1 9 14 9 
bankruptci 8 0 0 16 17 
calcul 6 12 6 4 13 
4.5 2 2 2 5 30 
1.7 3 1 0 11 26 
1983 7 6 3 8 17 
icahn 1 0 0 40 0 
receipt 3 0 1 27 10 
68 4 1 0 3 33 
behind 4 2 23 2 10 
advantag 6 8 5 12 10 
95 1 5 3 12 20 
satisfi 4 3 14 16 4 
moder 4 8 22 3 4 
conclud 4 6 5 23 2 
implement 9 12 11 2 6 
opposit 10 5 12 12 1 
tuesday 9 6 13 9 3 
wide 1 4 20 7 8 
break 9 8 8 4 11 
mt 1 8 0 29 2 
harri 3 0 6 26 5 
licenc 8 28 3 0 1 
norstar 0 0 0 40 0 
3.2 9 7 2 6 16 
aircraft 6 0 0 17 17 
bankamerica 0 0 2 21 17 
angel 0 0 0 36 4 
ratio 0 8 7 6 19 
volcker 0 0 40 0 0 
2.6 2 6 2 10 20 
italian 3 3 10 22 2 
vessel 18 13 0 9 0 
nomin 2 0 5 11 22 
cours 7 5 9 16 3 
maximum 8 17 2 10 3 
nuclear 2 2 1 12 23 
war 22 4 7 7 0 
speak 9 7 14 4 6 
turkey 34 6 0 0 0 
wednesday 6 3 18 10 3 
redeem 2 3 1 19 15 
citicorp 0 0 0 34 6 
santo 22 0 0 14 4 
73 2 0 3 8 27 
riyal 13 0 18 0 9 
7 1 8 4 7 20 
63 1 3 1 4 31 
gaf 0 0 0 38 2 
hear 6 8 1 21 4 
1989 5 9 2 11 13 
feel 7 6 16 8 3 
portfolio 0 0 10 10 20 
merril 0 2 6 28 4 
ferruzzi 0 0 0 40 0 
valley 2 1 0 23 13 
devalu 4 1 34 0 0 
aegean 39 0 0 0 0 
10.3 1 4 0 1 33 
concentr 0 3 3 20 13 
tradit 8 3 12 4 12 
state-own 9 2 0 20 8 
larger 9 3 7 12 8 
foster 3 0 36 0 0 
wagner 0 0 0 32 7 
imperi 8 0 0 11 20 
appreci 1 0 24 4 10 
resist 12 6 10 11 0 
bidder 4 0 6 29 0 
underli 3 0 30 4 2 
degre 14 18 2 3 2 
uncertainti 6 4 9 5 15 
resolv 7 3 9 14 6 
tell 3 8 9 17 2 
texaco 39 0 0 0 0 
71 1 2 0 8 28 
8 4 3 7 6 19 
50,000 14 10 1 6 8 
forward 5 5 17 4 8 
fire 14 7 0 10 8 
overnight 0 9 23 7 0 
flat 2 1 8 1 27 
appar 8 3 12 14 1 
compon 0 0 0 22 16 
match 4 1 8 21 4 
turkish 30 0 8 0 0 
4.2 6 8 3 4 17 
threaten 15 7 10 6 0 
dynam 0 0 0 21 17 
supplier 12 7 0 15 4 
document 1 2 4 26 5 
exchequ 3 1 34 0 0 
sent 9 6 2 18 3 
1.8 8 7 1 7 15 
chain 0 0 1 26 11 
tie 2 2 9 14 11 
core 1 0 5 20 12 
1.50 15 5 0 8 10 
shortli 0 4 11 18 5 
nv 0 0 2 19 17 
wendy' 0 0 0 35 3 
singl 3 8 10 10 7 
done 2 9 13 9 5 
pursu 3 1 6 24 4 
hostil 2 0 0 32 4 
renault 0 0 0 35 3 
reynold 0 0 1 28 9 
primarili 4 6 0 8 20 
railroad 2 2 0 31 3 
compens 9 10 1 6 12 
repeat 6 3 17 7 5 
actual 7 13 7 5 5 
cumul 2 8 1 14 12 
smaller 12 4 8 10 3 
merchant 2 7 3 19 6 
circumst 4 2 8 14 9 
provinc 4 31 2 0 0 
rainbow 0 0 0 36 1 
benefici 1 1 4 26 5 
siemen 0 0 0 33 4 
size 4 5 7 15 6 
resum 12 3 6 4 12 
hongkong 0 0 0 7 30 
subsid 1 34 1 1 0 
evalu 6 2 1 26 2 
summer 7 18 0 7 5 
earthquak 35 0 0 0 2 
global 3 5 10 10 9 
e.f. 1 1 0 35 0 
narrow 2 5 26 2 2 
fujitsu 0 0 0 37 0 
speech 11 3 11 6 6 
michael 3 3 3 15 13 
pesch 0 0 0 37 0 
promis 7 7 14 8 0 
77 1 0 0 1 34 
oecd 16 15 5 0 0 
lake 2 8 1 12 13 
difficulti 10 3 8 7 8 
stay 7 4 11 8 6 
traffic 2 8 0 11 15 
5.5 2 4 3 11 16 
index 7 4 23 0 2 
went 6 3 2 3 22 
huge 12 3 12 7 2 
aggress 3 1 16 5 11 
3.6 10 0 2 5 19 
alloc 7 2 18 4 5 
cancel 14 5 0 8 9 
600 3 6 3 15 9 
4 6 6 3 8 13 
challeng 3 3 1 23 6 
shamrock 14 0 0 14 8 
plastic 3 0 0 23 10 
louisiana 14 8 0 7 7 
bad 3 6 5 4 18 
charter 1 4 0 19 12 
leverag 0 0 0 34 2 
bear 0 3 7 12 14 
diversifi 3 0 1 18 14 
upon 2 2 4 21 7 
sought 3 4 6 19 4 
parliament 9 3 18 6 0 
interst 0 0 0 25 11 
thought 5 8 16 6 1 
martin 0 0 3 21 12 
peak 10 1 16 3 6 
1.60 0 0 16 0 20 
instal 14 0 1 12 9 
debit 0 0 0 0 36 
we'r 2 12 4 13 5 
relief 20 6 3 4 3 
onc 5 4 7 14 6 
rank 1 2 2 20 11 
61 2 2 0 4 27 
bulk 3 18 4 5 5 
singapor 4 0 7 11 13 
threat 14 8 5 2 6 
laboratori 0 0 0 9 26 
univers 2 0 2 26 5 
whose 6 1 5 16 7 
distributor 0 0 0 21 14 
spanish 1 22 4 5 3 
militari 18 0 3 9 5 
11.5 2 2 1 3 27 
4.4 8 2 0 6 19 
advisor 0 0 1 29 5 
sentiment 6 2 26 1 0 
destin 5 26 0 3 1 
him 7 2 9 16 1 
diamond 15 0 0 11 9 
percentag 2 5 12 10 6 
optimist 11 3 2 2 17 
segment 2 0 0 6 27 
divest 0 0 0 30 5 
missil 33 0 0 2 0 
mm 0 30 0 3 2 
eastern 8 11 2 12 2 
directli 3 4 9 14 5 
there' 2 7 8 14 4 
won 3 7 12 1 12 
differenti 13 14 7 0 0 
greek 33 1 0 0 0 
hanson 0 0 0 33 1 
privately-held 1 0 0 32 1 
k 0 0 0 14 20 
trump 0 0 0 29 5 
1982 5 8 3 5 13 
headquart 5 0 0 25 4 
philippin 0 2 4 25 3 
rig 32 0 0 0 2 
adequ 0 15 9 6 4 
stood 1 3 16 1 13 
rival 1 0 1 31 1 
argentin 4 29 0 0 1 
sach 1 0 0 29 4 
calendar 2 12 3 2 15 
hill 5 2 0 16 11 
stress 3 9 13 4 5 
curb 14 3 13 4 0 
thursday 4 7 13 8 2 
statu 11 3 6 9 5 
medium 4 4 8 5 13 
duti 0 19 0 10 5 
145 1 3 11 14 5 
pump 20 1 0 12 1 
arm 5 6 2 16 5 
creditor 5 0 5 17 7 
honeywel 0 0 0 24 10 
jersey 2 1 0 27 4 
convers 1 2 2 16 13 
jacob 0 0 0 28 6 
philip 1 0 4 16 13 
82 1 0 1 7 25 
salomon 4 0 3 18 8 
dismiss 0 0 4 25 4 
explain 5 2 10 10 6 
jardin 0 0 0 1 32 
royalti 9 0 1 7 16 
66 0 2 1 3 27 
gradual 5 8 13 1 6 
1.0 9 7 4 0 13 
resign 0 0 0 24 9 
dot 0 1 0 32 0 
visit 10 9 9 4 1 
mart 0 0 0 12 21 
pass 1 15 8 5 4 
6.5 1 4 4 8 16 
readi 10 5 7 9 2 
previously-announc 0 0 0 28 5 
yen' 1 0 20 3 9 
strength 2 0 13 6 12 
nazer 33 0 0 0 0 
67 0 2 0 6 25 
advers 1 5 8 5 14 
million 4 5 4 5 15 
korea 3 10 19 0 1 
hike 4 0 1 4 24 
conrac 0 0 0 33 0 
9.9 0 6 0 16 11 
inject 5 0 21 4 3 
engag 3 4 4 20 2 
entiti 2 4 2 22 3 
extrem 2 2 24 1 4 
repair 29 1 0 3 0 
assur 3 4 1 17 8 
reopen 8 10 0 12 3 
enrol 0 33 0 0 0 
stronger 4 1 15 4 9 
weekend 6 5 12 7 2 
gencorp' 0 0 0 32 0 
department' 5 24 0 3 0 
gmt 4 4 11 11 2 
nation' 9 2 8 9 4 
redston 0 0 0 32 0 
zealand 0 7 2 20 3 
peabodi 0 0 0 25 7 
mexico 18 7 1 3 3 
2.1 8 2 0 5 17 
92 0 14 0 1 17 
acceler 3 1 10 11 7 
complex 10 3 3 9 7 
surpris 2 1 12 14 3 
poor 1 15 2 2 12 
10.1 1 3 0 5 23 
3.1 4 0 0 8 20 
michigan 1 1 0 20 10 
76 0 1 1 3 27 
draw 17 4 6 2 3 
ounc 0 0 2 23 7 
350 5 4 10 8 5 
highli 3 4 7 17 1 
crisi 16 2 11 0 3 
practic 3 7 6 11 5 
consult 6 5 4 15 2 
method 4 1 4 2 20 
wage 3 4 19 3 2 
radio 7 1 0 21 2 
defenc 14 1 1 11 4 
zone 16 1 14 0 0 
particular 2 4 12 3 10 
happen 5 3 6 12 5 
drug 0 0 0 19 12 
81 0 1 0 3 27 
cargo 13 13 0 3 2 
wholesal 2 1 2 14 12 
schlumberg 4 0 0 27 0 
flour 0 29 0 2 0 
insid 1 1 3 22 4 
coastal 6 2 1 21 1 
alleg 1 2 0 21 7 
amstutz 0 31 0 0 0 
boliden 0 0 0 25 6 
biggest 10 2 2 8 9 
1.05 1 1 5 2 22 
cold 0 29 0 1 1 
guin 0 0 0 24 7 
carl 1 0 0 29 1 
carrier 5 3 0 17 6 
writeoff 0 0 2 1 28 
goal 5 5 12 3 6 
slip 7 1 15 3 5 
idea 4 8 11 8 0 
intermedi 20 6 0 1 4 
10.4 0 2 0 1 28 
upward 3 7 17 1 3 
charl 4 8 0 16 3 
downward 4 4 17 1 5 
event 2 3 8 15 3 
baird 2 0 0 29 0 
interim 0 0 6 5 20 
noth 5 7 5 11 3 
critic 8 6 6 9 2 
floor 2 21 7 1 0 
4.1 4 11 1 3 12 
1.75 8 2 7 2 12 
elev 0 27 1 3 0 
l.p. 0 0 0 24 7 
qualiti 5 14 2 4 6 
brand 0 0 0 17 14 
advertis 0 0 0 21 10 
deutsch 0 0 5 12 14 
treasury' 4 0 27 0 0 
taiwan' 0 9 22 0 0 
und 0 12 0 9 10 
temperatur 0 30 0 1 0 
imbal 0 2 27 1 1 
tariff 12 10 9 0 0 
pharmaceut 0 0 0 13 17 
2.9 5 0 0 3 22 
u 0 0 0 29 1 
140 5 1 13 6 5 
wholly-own 0 0 0 25 5 
client 4 0 5 14 7 
backlog 0 0 0 2 28 
89 0 1 0 2 27 
2.7 4 3 3 5 15 
5.4 3 2 0 15 10 
miguel 0 2 0 28 0 
algeria 10 19 1 0 0 
g-6 0 0 30 0 0 
scale 7 5 4 10 4 
realti 0 0 0 8 22 
realli 1 4 13 9 3 
87 2 3 1 3 21 
centr 1 1 10 7 11 
disappoint 1 5 6 14 4 
kuwaiti 27 0 3 0 0 
introduct 0 4 8 3 15 
signal 4 2 21 2 1 
consortium 7 0 1 18 4 
portland 0 17 0 10 3 
away 4 4 10 6 6 
throughout 3 7 3 8 9 
influenc 3 3 12 7 5 
rainfal 0 30 0 0 0 
2.0 0 12 0 3 15 
risen 4 5 14 0 7 
klm 0 0 0 30 0 
note:1986 0 0 0 0 29 
reed 1 0 0 28 0 
debat 4 11 11 3 0 
94 7 0 1 3 18 
flexibl 2 0 11 5 11 
rep 1 25 0 3 0 
silver 2 1 2 16 8 
franklin 0 0 0 3 26 
eventu 10 1 5 9 4 
labor 4 1 4 7 13 
700,000 6 9 0 3 11 
recapit 0 0 0 7 22 
outright 1 0 28 0 0 
eia 29 0 0 0 0 
competitor 0 2 2 16 9 
incur 1 0 2 8 18 
extent 5 4 6 8 6 
invit 2 2 19 4 2 
after-tax 0 0 0 7 22 
deregul 9 1 6 4 9 
litig 0 0 0 18 11 
van 1 5 0 6 17 
sgl 0 0 0 28 1 
ecuador' 29 0 0 0 0 
republ 0 4 0 19 6 
strongli 6 5 7 3 8 
basin 17 2 0 5 5 
nor 4 4 3 17 1 
imf 0 0 29 0 0 
1.15 6 1 6 1 15 
troubl 8 3 4 8 6 
conting 1 0 0 19 9 
optim 14 2 4 3 6 
broad 3 3 11 7 5 
170 1 0 13 9 6 
h.k. 0 0 2 7 20 
4.0 5 1 6 2 15 
7.1 0 7 2 5 15 
nov 0 2 0 3 24 
describ 2 2 6 17 2 
3.3 4 2 0 10 13 
georg 3 11 1 10 4 
sweeten 0 16 0 13 0 
auditor 1 0 0 2 26 
oat 0 19 0 8 2 
general 0 0 0 19 10 
13.6 0 2 5 6 16 
1985' 3 0 1 0 25 
5.1 0 2 2 13 12 
8.5 3 5 4 3 14 
reiter 10 0 3 9 7 
examin 4 6 1 14 4 
postpon 8 3 3 13 1 
glickman 0 28 0 0 0 
impos 9 10 6 2 1 
suspens 8 1 5 0 14 
att 0 0 0 3 25 
rebat 0 27 0 0 1 
never 9 3 6 4 6 
heller 0 0 18 10 0 
travel 2 4 5 13 4 
diagnost 0 0 0 22 6 
slide 5 2 18 1 2 
audio 0 0 0 25 3 
african 3 7 0 16 2 
appoint 8 1 1 17 1 
indiana 2 9 0 5 12 
rexnord 0 0 0 27 1 
nova 12 0 0 12 4 
usual 1 14 7 1 5 
ual 0 0 0 19 9 
unsolicit 0 0 0 28 0 
media 2 2 0 11 13 
1.10 1 1 5 1 20 
5.3 1 0 13 4 10 
delta 1 1 0 24 2 
25,000 2 21 1 1 3 
lambert 0 1 0 17 10 
unusu 3 8 3 1 13 
columbia 0 0 0 5 23 
extern 2 1 21 1 3 
iraqi 28 0 0 0 0 
2.8 1 2 1 5 19 
62 0 0 1 6 21 
cbt 0 28 0 0 0 
modest 5 3 9 2 9 
kiichi 0 0 28 0 0 
exampl 6 10 5 4 3 
succeed 6 0 7 10 5 
manhattan 0 0 3 21 4 
jump 4 4 4 4 11 
prompt 3 8 6 5 5 
elig 0 25 0 2 0 
highest 8 7 4 3 5 
3.7 1 6 0 4 16 
lucki 1 1 0 18 7 
800,000 2 8 0 3 14 
donald 2 0 0 20 5 
ford 0 0 0 4 23 
asian 6 2 9 9 1 
coordin 4 1 21 1 0 
pioneer 3 0 2 21 1 
district 1 4 2 17 3 
truck 1 1 0 10 15 
lose 4 6 8 3 6 
11.3 0 0 1 3 23 
commonwealth 0 0 0 19 8 
km 21 0 0 2 4 
plaza 0 0 22 4 1 
month' 2 2 22 1 0 
decre 4 0 2 21 0 
weaken 1 0 16 1 9 
mulford 0 0 27 0 0 
450 1 4 11 5 6 
tran 0 0 0 25 2 
florida 1 1 0 17 8 
suffici 2 2 5 10 8 
live 4 8 10 3 2 
400,000 5 5 2 7 8 
