72789 73007 95324 190881 208676 
1.2 18 4 6 21 24 
purpos 1 4 6 53 9 
transfer 8 2 4 43 16 
great 1 9 7 27 29 
pend 7 4 1 48 13 
design 4 7 14 42 6 
you 2 15 25 21 10 
minimum 4 15 20 30 4 
margin 5 8 11 5 44 
video 0 0 0 59 14 
43 1 2 0 9 61 
minor 1 2 1 24 45 
overal 15 13 7 9 29 
japan' 3 8 29 27 6 
util 9 2 0 12 49 
amend 3 22 0 37 10 
swiss 0 0 25 16 31 
hong 0 4 4 29 35 
supermarket 0 0 0 64 8 
john 22 7 2 22 19 
took 5 12 22 23 10 
correct 2 2 12 22 34 
suspend 24 3 19 6 20 
mainli 8 4 9 8 43 
encourag 15 16 21 5 15 
group' 7 2 0 40 23 
best 6 6 10 32 17 
lift 30 7 10 14 10 
75 5 9 4 21 32 
confid 12 2 18 22 17 
congress 15 26 20 7 3 
contain 5 11 5 31 19 
lyng 0 71 0 0 0 
ordinari 1 0 5 45 20 
leav 10 12 23 19 7 
test 16 5 25 11 13 
outsid 20 9 9 21 11 
appli 7 20 9 19 15 
branch 0 2 8 41 19 
s 39 6 2 16 7 
differ 4 28 14 14 10 
kong 0 4 4 29 33 
san 4 3 0 54 9 
arab 32 0 34 1 2 
bp 20 0 0 45 4 
dome 1 0 0 44 24 
street 1 0 1 49 18 
carryforward 0 0 0 4 65 
abl 11 10 9 23 16 
debentur 0 0 0 47 22 
ab 2 0 0 48 19 
obtain 3 12 6 38 10 
government' 19 10 25 12 3 
temporari 3 4 42 13 7 
network 1 1 3 45 19 
pound 4 9 44 1 11 
wall 1 0 2 53 13 
stockhold 1 0 0 39 29 
long-term 4 6 11 23 25 
lawson 5 0 63 0 1 
revers 5 7 9 1 47 
car 0 4 1 30 34 
fee 37 0 1 23 7 
mortgag 0 0 2 22 44 
employe 4 2 1 45 16 
harper 0 0 0 63 5 
she 6 22 13 18 9 
difficult 10 11 21 11 15 
replac 16 4 15 18 15 
bancorp 0 0 0 39 29 
sec 0 0 0 66 2 
rather 10 17 23 4 14 
fail 6 10 14 31 7 
nippon 5 2 0 51 10 
strike 35 15 5 4 8 
weak 15 2 20 2 28 
unlik 6 12 30 11 8 
cubic 60 0 0 4 3 
nearli 9 14 14 13 17 
construct 13 2 4 22 26 
300 10 4 28 11 14 
weekli 15 24 22 5 1 
sosnoff 0 0 0 65 2 
row 8 5 2 49 3 
kuwait 57 0 9 1 0 
gasolin 62 1 0 2 2 
longer 9 4 21 13 20 
mill 4 14 6 28 14 
session 10 4 47 1 4 
regul 8 5 20 21 12 
appropri 6 9 30 17 4 
unless 8 7 13 34 4 
almost 4 15 20 9 18 
achiev 6 5 20 9 26 
shell 41 0 0 3 21 
three-for-two 0 0 0 1 64 
consumpt 35 18 11 0 1 
turn 7 9 12 12 25 
tomorrow 8 10 27 13 7 
primari 7 2 6 5 45 
brother 7 1 7 41 9 
2 4 10 21 14 16 
consist 5 7 16 27 10 
500,000 7 26 0 18 14 
disput 23 7 5 19 11 
today' 9 14 29 7 5 
slow 8 18 25 4 9 
legal 2 9 4 34 15 
trend 10 12 21 9 12 
cite 9 13 7 14 21 
water 29 18 0 11 6 
station 8 0 0 46 10 
worldwid 16 1 7 26 14 
boston 1 0 0 48 15 
attack 49 3 7 3 1 
ahead 10 10 25 7 11 
organ 18 16 2 17 10 
hand 3 4 33 12 11 
prime 12 3 23 20 5 
1.4 7 7 4 12 33 
venezuela 57 4 0 0 2 
staff 5 8 8 22 20 
iv 0 6 0 57 0 
6 4 11 7 18 23 
approach 10 11 19 17 6 
monday 6 7 23 22 5 
similar 12 11 13 9 18 
defend 23 3 14 12 11 
ussr 2 61 0 0 0 
variou 6 8 8 29 11 
coal 13 0 3 29 17 
grower 0 59 0 3 0 
compris 1 13 25 12 11 
princip 2 1 4 38 17 
prevent 7 11 23 19 2 
defens 7 0 0 36 19 
load 8 43 1 2 8 
connect 4 2 2 32 22 
brown 0 2 1 36 23 
recoveri 17 5 7 3 30 
1.1 6 4 4 5 43 
hard 8 19 18 7 10 
seri 7 4 8 21 21 
metal 2 1 7 34 17 
middl 27 6 6 6 16 
c 0 13 0 39 9 
46 1 1 1 14 44 
64 8 3 0 3 47 
brokerag 2 0 0 49 10 
viacom 0 0 0 60 1 
ownership 3 0 0 48 10 
stabilis 7 5 49 0 0 
equival 16 7 10 17 11 
fairchild 1 0 0 56 4 
confirm 16 11 12 16 6 
country' 22 9 18 8 4 
met 9 6 16 27 2 
3.5 13 12 6 9 20 
44 2 1 1 11 45 
tire 1 0 0 55 4 
eep 0 60 0 0 0 
instead 6 9 16 12 17 
restaur 0 0 0 33 27 
1.3 9 3 5 14 29 
fundament 7 1 48 3 1 
fe 0 13 0 46 1 
opportun 10 3 9 25 13 
dispos 5 0 0 12 43 
came 12 2 20 14 12 
offshor 44 0 5 5 5 
miner 7 0 1 39 12 
57 0 6 1 6 46 
list 2 7 3 30 17 
coast 29 13 0 15 2 
structur 5 8 11 21 14 
itali 1 20 19 17 2 
entir 6 9 4 26 14 
famili 0 7 1 45 6 
versu 2 14 2 2 39 
inc' 3 0 0 48 8 
strengthen 5 5 26 13 10 
separ 6 1 2 41 9 
ceil 41 2 11 4 1 
53 0 0 3 7 48 
either 3 4 13 35 3 
cereal 0 54 0 3 1 
attribut 2 3 10 2 41 
center 6 0 1 33 18 
identifi 6 14 7 25 6 
rel 8 7 24 7 12 
elect 3 0 27 22 6 
gross 12 1 13 3 28 
proceed 5 9 1 32 10 
expenditur 26 4 5 0 22 
float 9 0 22 18 8 
person 5 5 8 29 10 
governor 2 2 49 3 1 
stop 12 10 19 11 5 
iranian 55 0 0 1 1 
em 0 0 55 2 0 
favor 8 15 2 20 11 
56 1 2 3 8 42 
week' 8 20 26 2 0 
cyacq 0 0 0 56 0 
sorghum 0 56 0 0 0 
morgan 2 0 9 21 24 
mobil 38 0 0 6 12 
auction 0 0 53 3 0 
depreci 1 0 17 0 38 
1984 8 10 6 11 21 
approxim 3 5 0 28 20 
hectar 0 55 0 0 1 
rest 8 8 11 13 16 
leader 17 20 8 8 2 
claim 7 6 3 19 20 
left 9 11 17 13 5 
link 13 7 16 15 4 
swap 0 0 48 5 2 
refer 10 8 16 17 4 
movement 9 7 29 2 8 
47 6 0 1 6 42 
iran 47 4 2 2 0 
survey 19 10 19 0 7 
dollar' 1 0 48 0 6 
fluctuat 9 4 31 0 11 
bass 8 0 0 45 2 
afternoon 3 2 45 4 1 
broker 0 3 25 19 8 
15.8 41 0 0 2 12 
via 1 6 31 11 5 
85 0 10 7 10 27 
grade 44 8 0 1 1 
island 16 5 4 22 7 
found 12 5 7 23 7 
fleet 4 0 0 44 6 
stabl 11 1 34 1 7 
soft 1 41 3 5 4 
attract 8 9 9 25 3 
cpc 0 0 0 44 10 
distil 43 0 0 10 1 
feet 43 1 0 7 3 
fear 7 10 26 7 4 
assum 8 3 3 22 17 
2.2 15 6 2 5 25 
chanc 7 10 24 8 4 
worker 18 4 2 20 9 
oblig 6 5 6 19 17 
togeth 6 2 8 27 10 
preliminari 6 9 3 22 13 
launch 7 4 9 22 11 
matur 1 1 41 7 3 
though 10 10 12 7 14 
greec 40 13 0 0 0 
spring 10 36 1 4 2 
remark 6 4 37 3 3 
semiconductor 1 0 4 40 8 
dri 2 44 4 0 3 
everi 6 7 4 18 18 
along 13 13 4 16 7 
white 25 9 4 14 0 
matter 5 13 12 19 3 
repay 13 4 8 17 10 
sun 13 0 0 22 17 
night 22 10 5 14 1 
1.9 8 9 1 9 25 
withdraw 9 0 1 33 9 
subcommitte 6 22 10 14 0 
41 3 2 2 5 40 
particularli 9 11 6 10 16 
tanker 51 0 0 0 1 
sheet 0 0 6 10 36 
12.5 2 1 1 8 40 
strategi 6 0 6 26 14 
adopt 6 4 15 13 13 
side 12 4 14 15 6 
remov 7 3 14 19 8 
serv 2 5 8 32 4 
doubl 4 5 7 11 24 
indonesia 35 10 6 0 0 
spot 36 5 10 0 0 
cannot 9 6 20 13 3 
pension 0 1 5 7 38 
brazilian 10 5 5 3 28 
strateg 21 1 0 18 11 
ccc 0 50 0 1 0 
itself 9 1 10 23 8 
400 5 6 11 19 10 
significantli 4 6 9 8 24 
deni 11 6 11 18 5 
subordin 0 0 0 34 17 
48 3 1 4 1 42 
thing 2 8 12 23 5 
know 10 8 7 20 5 
introduc 5 18 10 7 10 
feedgrain 0 50 0 0 0 
occur 7 6 19 9 9 
legisl 10 26 8 3 3 
amc 0 0 0 48 2 
richard 3 24 3 14 6 
alli 6 0 7 30 7 
woolworth 0 0 0 20 30 
qtrli 0 0 0 0 50 
integr 1 3 5 32 9 
monthli 9 9 7 2 23 
river 11 16 0 18 4 
join 4 4 17 21 3 
stand 5 9 19 12 4 
tool 7 4 0 36 2 
appeal 7 7 3 28 4 
wholli 1 0 0 41 7 
dart 0 0 0 49 0 
newli 1 0 7 36 5 
api 49 0 0 0 0 
yr 0 0 0 0 49 
39 4 0 2 1 42 
moscow 3 44 0 1 1 
johnson 1 6 17 18 7 
big 4 7 15 10 13 
stimul 7 3 38 0 1 
ohio 2 2 0 34 10 
telecom 0 0 0 35 13 
doubt 0 2 21 12 13 
prove 24 5 9 7 3 
st 3 11 1 21 12 
world' 16 7 9 13 3 
recov 12 5 7 8 16 
csr 7 0 0 41 0 
favour 10 8 17 11 2 
known 6 10 4 22 6 
9 0 3 17 15 13 
round 17 5 23 0 3 
fact 8 6 14 10 10 
david 2 4 8 21 13 
halt 17 7 9 9 6 
incent 29 7 4 5 3 
storag 14 23 0 9 2 
lehman 4 1 7 34 2 
seem 3 5 29 10 1 
short-term 4 0 28 9 7 
compet 1 7 2 33 5 
freight 0 26 1 17 4 
neg 4 9 14 1 20 
wait 9 14 8 15 2 
investig 2 2 0 28 15 
hurt 7 11 10 4 15 
basic 3 10 13 6 15 
petrobra 47 0 0 0 0 
object 4 8 17 13 5 
am 7 0 5 11 24 
qualifi 8 1 0 4 34 
role 10 3 17 13 4 
formal 2 6 9 25 5 
300,000 9 18 0 8 12 
83 0 0 0 25 22 
decreas 11 13 4 3 16 
refus 12 5 16 13 1 
2.3 4 8 1 11 23 
ground 7 7 9 19 5 
enabl 2 6 4 20 15 
200,000 8 18 1 14 5 
premium 1 8 0 20 17 
technic 8 3 17 10 8 
satisfactori 0 0 6 15 25 
iraq 36 8 1 0 1 
access 3 11 3 23 6 
resort 2 1 4 38 1 
drain 1 1 42 0 2 
warn 19 5 15 5 2 
swedish 7 0 1 31 7 
54 1 0 1 16 28 
69 2 1 3 8 32 
ton 12 21 0 10 3 
1.6 8 5 2 18 13 
250 3 4 14 13 12 
whole 11 9 9 9 8 
mile 25 1 0 5 15 
drought 0 46 0 0 0 
120 7 2 9 13 15 
licens 6 2 5 28 5 
violat 7 3 0 28 7 
avoid 15 7 10 11 2 
retir 1 4 0 14 26 
job 10 2 14 7 12 
reform 7 7 13 6 12 
mutual 0 1 2 34 8 
justic 3 3 0 37 2 
arbitrag 0 0 2 41 2 
bell 0 1 0 22 22 
extens 11 7 1 22 4 
1990 15 18 1 4 7 
hour 4 6 20 14 1 
peso 0 0 9 27 9 
partial 5 5 1 13 21 
owner 2 1 0 34 8 
comdata 0 0 0 45 0 
emeri 0 0 0 45 0 
stage 5 12 8 8 12 
marin 12 0 3 20 10 
realiz 1 2 1 10 31 
72 3 3 2 2 35 
herrington 45 0 0 0 0 
brought 10 8 13 7 7 
depress 8 9 8 4 15 
regard 4 5 13 20 2 
spain 2 21 13 7 1 
deputi 17 13 9 3 2 
illinoi 1 13 0 16 14 
ecu 0 35 9 0 0 
organis 10 5 8 16 5 
canada' 8 11 0 13 12 
reorgan 3 6 0 12 23 
30,000 10 20 0 7 7 
shift 3 10 22 3 6 
abil 10 3 3 13 15 
aerospac 0 0 1 34 9 
entertain 0 0 1 28 15 
respond 6 4 10 18 6 
lo 0 2 0 38 4 
aviat 1 0 0 34 9 
58 4 1 2 4 32 
entitl 4 2 1 24 12 
suffer 8 10 6 4 15 
atlant 5 0 0 20 18 
kansa 3 19 0 18 3 
fair 0 5 1 32 5 
instrument 0 1 15 17 10 
100,000 15 16 0 7 5 
lot 5 9 11 10 8 
year-end 3 0 4 11 25 
exxon 36 0 0 5 2 
portion 3 2 1 25 12 
2.4 7 9 0 5 22 
locat 5 2 2 27 7 
especi 1 6 21 5 10 
saw 10 4 8 7 14 
specialti 0 0 0 25 18 
switch 5 24 3 8 3 
lynch 0 2 6 32 3 
cotton 0 37 0 6 0 
regist 4 7 1 11 20 
elimin 4 7 5 8 18 
ten 2 12 2 14 12 
permit 5 8 3 21 5 
brazil' 18 3 8 1 12 
sa 3 0 0 28 11 
smith 7 1 9 10 15 
circul 0 2 26 13 1 
southwest 5 2 0 25 10 
except 5 4 4 10 19 
7.5 7 5 4 8 18 
opinion 1 2 7 5 27 
submit 4 9 2 20 7 
10.5 0 4 2 3 33 
5 2 16 5 7 12 
cross 5 1 5 28 3 
yeutter 0 13 27 2 0 
softwar 0 0 0 23 19 
renew 11 7 17 6 1 
award 7 24 0 2 9 
individu 6 7 4 15 10 
defici 0 38 0 3 1 
houston 8 1 0 18 15 
800 5 0 20 12 5 
seriou 5 11 8 12 5 
steadi 5 9 23 1 3 
behind 4 2 23 2 10 
satisfi 4 3 14 16 4 
1.25 1 2 2 10 26 
spokeswoman 8 3 3 23 4 
icahn 1 0 0 40 0 
elabor 8 1 9 14 9 
afg 0 0 0 38 3 
4.5 2 2 2 5 30 
paul 3 1 13 22 2 
bankruptci 8 0 0 16 17 
advantag 6 8 5 12 10 
1.7 3 1 0 11 26 
calcul 6 12 6 4 13 
95 1 5 3 12 20 
68 4 1 0 3 33 
defer 1 0 0 9 31 
1983 7 6 3 8 17 
moder 4 8 22 3 4 
receipt 3 0 1 27 10 
conduct 5 4 14 7 11 
63 1 3 1 4 31 
nuclear 2 2 1 12 23 
7 1 8 4 7 20 
ratio 0 8 7 6 19 
ferruzzi 0 0 0 40 0 
aircraft 6 0 0 17 17 
bankamerica 0 0 2 21 17 
maximum 8 17 2 10 3 
gaf 0 0 0 38 2 
licenc 8 28 3 0 1 
norstar 0 0 0 40 0 
tuesday 9 6 13 9 3 
angel 0 0 0 36 4 
3.2 9 7 2 6 16 
cours 7 5 9 16 3 
feel 7 6 16 8 3 
war 22 4 7 7 0 
implement 9 12 11 2 6 
citicorp 0 0 0 34 6 
1989 5 9 2 11 13 
merril 0 2 6 28 4 
portfolio 0 0 10 10 20 
wednesday 6 3 18 10 3 
mt 1 8 0 29 2 
italian 3 3 10 22 2 
redeem 2 3 1 19 15 
turkey 34 6 0 0 0 
hear 6 8 1 21 4 
opposit 10 5 12 12 1 
break 9 8 8 4 11 
2.6 2 6 2 10 20 
harri 3 0 6 26 5 
santo 22 0 0 14 4 
vessel 18 13 0 9 0 
wide 1 4 20 7 8 
riyal 13 0 18 0 9 
73 2 0 3 8 27 
conclud 4 6 5 23 2 
volcker 0 0 40 0 0 
speak 9 7 14 4 6 
nomin 2 0 5 11 22 
50,000 14 10 1 6 8 
uncertainti 6 4 9 5 15 
imperi 8 0 0 11 20 
71 1 2 0 8 28 
appreci 1 0 24 4 10 
concentr 0 3 3 20 13 
forward 5 5 17 4 8 
degre 14 18 2 3 2 
underli 3 0 30 4 2 
tell 3 8 9 17 2 
foster 3 0 36 0 0 
10.3 1 4 0 1 33 
devalu 4 1 34 0 0 
aegean 39 0 0 0 0 
flat 2 1 8 1 27 
8 4 3 7 6 19 
tradit 8 3 12 4 12 
valley 2 1 0 23 13 
wagner 0 0 0 32 7 
resist 12 6 10 11 0 
overnight 0 9 23 7 0 
resolv 7 3 9 14 6 
texaco 39 0 0 0 0 
larger 9 3 7 12 8 
fire 14 7 0 10 8 
state-own 9 2 0 20 8 
bidder 4 0 6 29 0 
threaten 15 7 10 6 0 
repeat 6 3 17 7 5 
core 1 0 5 20 12 
match 4 1 8 21 4 
railroad 2 2 0 31 3 
dynam 0 0 0 21 17 
wendy' 0 0 0 35 3 
1.50 15 5 0 8 10 
pursu 3 1 6 24 4 
4.2 6 8 3 4 17 
appar 8 3 12 14 1 
primarili 4 6 0 8 20 
singl 3 8 10 10 7 
shortli 0 4 11 18 5 
compon 0 0 0 22 16 
done 2 9 13 9 5 
reynold 0 0 1 28 9 
tie 2 2 9 14 11 
chain 0 0 1 26 11 
renault 0 0 0 35 3 
sent 9 6 2 18 3 
exchequ 3 1 34 0 0 
1.8 8 7 1 7 15 
compens 9 10 1 6 12 
document 1 2 4 26 5 
hostil 2 0 0 32 4 
nv 0 0 2 19 17 
supplier 12 7 0 15 4 
turkish 30 0 8 0 0 
speech 11 3 11 6 6 
earthquak 35 0 0 0 2 
e.f. 1 1 0 35 0 
subsid 1 34 1 1 0 
smaller 12 4 8 10 3 
michael 3 3 3 15 13 
pesch 0 0 0 37 0 
benefici 1 1 4 26 5 
size 4 5 7 15 6 
merchant 2 7 3 19 6 
summer 7 18 0 7 5 
circumst 4 2 8 14 9 
fujitsu 0 0 0 37 0 
evalu 6 2 1 26 2 
resum 12 3 6 4 12 
narrow 2 5 26 2 2 
cumul 2 8 1 14 12 
siemen 0 0 0 33 4 
provinc 4 31 2 0 0 
rainbow 0 0 0 36 1 
hongkong 0 0 0 7 30 
actual 7 13 7 5 5 
global 3 5 10 10 9 
traffic 2 8 0 11 15 
peak 10 1 16 3 6 
promis 7 7 14 8 0 
600 3 6 3 15 9 
lake 2 8 1 12 13 
3.6 10 0 2 5 19 
rank 1 2 2 20 11 
diversifi 3 0 1 18 14 
we'r 2 12 4 13 5 
charter 1 4 0 19 12 
instal 14 0 1 12 9 
1.60 0 0 16 0 20 
shamrock 14 0 0 14 8 
sought 3 4 6 19 4 
huge 12 3 12 7 2 
bad 3 6 5 4 18 
stay 7 4 11 8 6 
index 7 4 23 0 2 
upon 2 2 4 21 7 
plastic 3 0 0 23 10 
thought 5 8 16 6 1 
debit 0 0 0 0 36 
77 1 0 0 1 34 
4 6 6 3 8 13 
interst 0 0 0 25 11 
onc 5 4 7 14 6 
parliament 9 3 18 6 0 
louisiana 14 8 0 7 7 
cancel 14 5 0 8 9 
oecd 16 15 5 0 0 
alloc 7 2 18 4 5 
martin 0 0 3 21 12 
difficulti 10 3 8 7 8 
bear 0 3 7 12 14 
went 6 3 2 3 22 
5.5 2 4 3 11 16 
leverag 0 0 0 34 2 
aggress 3 1 16 5 11 
challeng 3 3 1 23 6 
relief 20 6 3 4 3 
him 7 2 9 16 1 
optimist 11 3 2 2 17 
distributor 0 0 0 21 14 
spanish 1 22 4 5 3 
bulk 3 18 4 5 5 
univers 2 0 2 26 5 
percentag 2 5 12 10 6 
missil 33 0 0 2 0 
directli 3 4 9 14 5 
laboratori 0 0 0 9 26 
singapor 4 0 7 11 13 
11.5 2 2 1 3 27 
won 3 7 12 1 12 
eastern 8 11 2 12 2 
divest 0 0 0 30 5 
advisor 0 0 1 29 5 
61 2 2 0 4 27 
sentiment 6 2 26 1 0 
threat 14 8 5 2 6 
diamond 15 0 0 11 9 
destin 5 26 0 3 1 
4.4 8 2 0 6 19 
whose 6 1 5 16 7 
mm 0 30 0 3 2 
militari 18 0 3 9 5 
there' 2 7 8 14 4 
segment 2 0 0 6 27 
argentin 4 29 0 0 1 
calendar 2 12 3 2 15 
stood 1 3 16 1 13 
philip 1 0 4 16 13 
rival 1 0 1 31 1 
rig 32 0 0 0 2 
sach 1 0 0 29 4 
adequ 0 15 9 6 4 
hanson 0 0 0 33 1 
statu 11 3 6 9 5 
1982 5 8 3 5 13 
honeywel 0 0 0 24 10 
medium 4 4 8 5 13 
headquart 5 0 0 25 4 
arm 5 6 2 16 5 
convers 1 2 2 16 13 
145 1 3 11 14 5 
jersey 2 1 0 27 4 
differenti 13 14 7 0 0 
creditor 5 0 5 17 7 
hill 5 2 0 16 11 
pump 20 1 0 12 1 
jacob 0 0 0 28 6 
greek 33 1 0 0 0 
curb 14 3 13 4 0 
duti 0 19 0 10 5 
philippin 0 2 4 25 3 
k 0 0 0 14 20 
privately-held 1 0 0 32 1 
thursday 4 7 13 8 2 
trump 0 0 0 29 5 
82 1 0 1 7 25 
stress 3 9 13 4 5 
million 4 5 4 5 15 
visit 10 9 9 4 1 
advers 1 5 8 5 14 
resign 0 0 0 24 9 
engag 3 4 4 20 2 
korea 3 10 19 0 1 
entiti 2 4 2 22 3 
strength 2 0 13 6 12 
gradual 5 8 13 1 6 
readi 10 5 7 9 2 
extrem 2 2 24 1 4 
67 0 2 0 6 25 
jardin 0 0 0 1 32 
enrol 0 33 0 0 0 
inject 5 0 21 4 3 
salomon 4 0 3 18 8 
66 0 2 1 3 27 
nazer 33 0 0 0 0 
dot 0 1 0 32 0 
stronger 4 1 15 4 9 
hike 4 0 1 4 24 
previously-announc 0 0 0 28 5 
6.5 1 4 4 8 16 
royalti 9 0 1 7 16 
reopen 8 10 0 12 3 
assur 3 4 1 17 8 
dismiss 0 0 4 25 4 
explain 5 2 10 10 6 
conrac 0 0 0 33 0 
repair 29 1 0 3 0 
9.9 0 6 0 16 11 
yen' 1 0 20 3 9 
pass 1 15 8 5 4 
1.0 9 7 4 0 13 
mart 0 0 0 12 21 
gmt 4 4 11 11 2 
consult 6 5 4 15 2 
mexico 18 7 1 3 3 
surpris 2 1 12 14 3 
92 0 14 0 1 17 
highli 3 4 7 17 1 
practic 3 7 6 11 5 
nation' 9 2 8 9 4 
peabodi 0 0 0 25 7 
acceler 3 1 10 11 7 
3.1 4 0 0 8 20 
redston 0 0 0 32 0 
ounc 0 0 2 23 7 
poor 1 15 2 2 12 
gencorp' 0 0 0 32 0 
350 5 4 10 8 5 
2.1 8 2 0 5 17 
michigan 1 1 0 20 10 
department' 5 24 0 3 0 
zealand 0 7 2 20 3 
crisi 16 2 11 0 3 
10.1 1 3 0 5 23 
76 0 1 1 3 27 
draw 17 4 6 2 3 
weekend 6 5 12 7 2 
complex 10 3 3 9 7 
cargo 13 13 0 3 2 
temperatur 0 30 0 1 0 
noth 5 7 5 11 3 
floor 2 21 7 1 0 
wholesal 2 1 2 14 12 
idea 4 8 11 8 0 
guin 0 0 0 24 7 
happen 5 3 6 12 5 
particular 2 4 12 3 10 
upward 3 7 17 1 3 
81 0 1 0 3 27 
wage 3 4 19 3 2 
elev 0 27 1 3 0 
taiwan' 0 9 22 0 0 
amstutz 0 31 0 0 0 
brand 0 0 0 17 14 
l.p. 0 0 0 24 7 
method 4 1 4 2 20 
interim 0 0 6 5 20 
tariff 12 10 9 0 0 
4.1 4 11 1 3 12 
drug 0 0 0 19 12 
charl 4 8 0 16 3 
1.75 8 2 7 2 12 
writeoff 0 0 2 1 28 
qualiti 5 14 2 4 6 
boliden 0 0 0 25 6 
baird 2 0 0 29 0 
10.4 0 2 0 1 28 
carl 1 0 0 29 1 
slip 7 1 15 3 5 
biggest 10 2 2 8 9 
insid 1 1 3 22 4 
critic 8 6 6 9 2 
advertis 0 0 0 21 10 
imbal 0 2 27 1 1 
goal 5 5 12 3 6 
1.05 1 1 5 2 22 
und 0 12 0 9 10 
zone 16 1 14 0 0 
carrier 5 3 0 17 6 
defenc 14 1 1 11 4 
event 2 3 8 15 3 
alleg 1 2 0 21 7 
flour 0 29 0 2 0 
coastal 6 2 1 21 1 
downward 4 4 17 1 5 
cold 0 29 0 1 1 
schlumberg 4 0 0 27 0 
radio 7 1 0 21 2 
intermedi 20 6 0 1 4 
treasury' 4 0 27 0 0 
deutsch 0 0 5 12 14 
140 5 1 13 6 5 
2.0 0 12 0 3 15 
wholly-own 0 0 0 25 5 
rainfal 0 30 0 0 0 
introduct 0 4 8 3 15 
client 4 0 5 14 7 
portland 0 17 0 10 3 
influenc 3 3 12 7 5 
realli 1 4 13 9 3 
backlog 0 0 0 2 28 
87 2 3 1 3 21 
2.9 5 0 0 3 22 
scale 7 5 4 10 4 
miguel 0 2 0 28 0 
signal 4 2 21 2 1 
centr 1 1 10 7 11 
risen 4 5 14 0 7 
pharmaceut 0 0 0 13 17 
kuwaiti 27 0 3 0 0 
g-6 0 0 30 0 0 
89 0 1 0 2 27 
2.7 4 3 3 5 15 
algeria 10 19 1 0 0 
disappoint 1 5 6 14 4 
u 0 0 0 29 1 
consortium 7 0 1 18 4 
5.4 3 2 0 15 10 
away 4 4 10 6 6 
throughout 3 7 3 8 9 
klm 0 0 0 30 0 
realti 0 0 0 8 22 
sweeten 0 16 0 13 0 
nov 0 2 0 3 24 
sgl 0 0 0 28 1 
imf 0 0 29 0 0 
labor 4 1 4 7 13 
conting 1 0 0 19 9 
7.1 0 7 2 5 15 
franklin 0 0 0 3 26 
troubl 8 3 4 8 6 
extent 5 4 6 8 6 
describ 2 2 6 17 2 
700,000 6 9 0 3 11 
deregul 9 1 6 4 9 
auditor 1 0 0 2 26 
invit 2 2 19 4 2 
170 1 0 13 9 6 
basin 17 2 0 5 5 
13.6 0 2 5 6 16 
recapit 0 0 0 7 22 
oat 0 19 0 8 2 
van 1 5 0 6 17 
broad 3 3 11 7 5 
silver 2 1 2 16 8 
republ 0 4 0 19 6 
eventu 10 1 5 9 4 
eia 29 0 0 0 0 
competitor 0 2 2 16 9 
debat 4 11 11 3 0 
3.3 4 2 0 10 13 
litig 0 0 0 18 11 
reed 1 0 0 28 0 
1985' 3 0 1 0 25 
h.k. 0 0 2 7 20 
strongli 6 5 7 3 8 
flexibl 2 0 11 5 11 
1.15 6 1 6 1 15 
incur 1 0 2 8 18 
ecuador' 29 0 0 0 0 
note:1986 0 0 0 0 29 
nor 4 4 3 17 1 
5.1 0 2 2 13 12 
general 0 0 0 19 10 
rep 1 25 0 3 0 
outright 1 0 28 0 0 
8.5 3 5 4 3 14 
4.0 5 1 6 2 15 
optim 14 2 4 3 6 
georg 3 11 1 10 4 
94 7 0 1 3 18 
reiter 10 0 3 9 7 
after-tax 0 0 0 7 22 
examin 4 6 1 14 4 
unusu 3 8 3 1 13 
postpon 8 3 3 13 1 
columbia 0 0 0 5 23 
succeed 6 0 7 10 5 
travel 2 4 5 13 4 
delta 1 1 0 24 2 
iraqi 28 0 0 0 0 
glickman 0 28 0 0 0 
audio 0 0 0 25 3 
rexnord 0 0 0 27 1 
modest 5 3 9 2 9 
5.3 1 0 13 4 10 
appoint 8 1 1 17 1 
cbt 0 28 0 0 0 
suspens 8 1 5 0 14 
heller 0 0 18 10 0 
never 9 3 6 4 6 
unsolicit 0 0 0 28 0 
nova 12 0 0 12 4 
ual 0 0 0 19 9 
extern 2 1 21 1 3 
1.10 1 1 5 1 20 
impos 9 10 6 2 1 
2.8 1 2 1 5 19 
lambert 0 1 0 17 10 
25,000 2 21 1 1 3 
diagnost 0 0 0 22 6 
62 0 0 1 6 21 
att 0 0 0 3 25 
media 2 2 0 11 13 
kiichi 0 0 28 0 0 
slide 5 2 18 1 2 
exampl 6 10 5 4 3 
indiana 2 9 0 5 12 
manhattan 0 0 3 21 4 
african 3 7 0 16 2 
rebat 0 27 0 0 1 
usual 1 14 7 1 5 
arriv 14 11 1 1 0 
qatar 18 0 9 0 0 
cathay 0 0 0 0 27 
tran 0 0 0 25 2 
thu 3 2 14 5 3 
lose 4 6 8 3 6 
highest 8 7 4 3 5 
asian 6 2 9 9 1 
kind 10 1 6 9 1 
oak 0 0 0 15 12 
aggreg 1 0 2 20 4 
my 5 6 7 7 2 
pioneer 3 0 2 21 1 
weaken 1 0 16 1 9 
truck 1 1 0 10 15 
donald 2 0 0 20 5 
bhp 0 0 0 14 13 
jump 4 4 4 4 11 
11.3 0 0 1 3 23 
lucki 1 1 0 18 7 
bay 7 0 0 14 6 
400,000 5 5 2 7 8 
gy 0 0 0 25 2 
said: 11 2 7 4 3 
suffici 2 2 5 10 8 
coordin 4 1 21 1 0 
district 1 4 2 17 3 
elig 0 25 0 2 0 
